,0
0,-6560.933683688752
1,8882.238236445002
2,-919.6309712398797
3,-2467.0585447405465
4,7900.89596942463
5,-4541.922103588004
6,5966.601965122158
7,-1586.9629850347992
8,-764.8961759097874
9,7490.792441866128
10,5244.6941018130165
11,-1690.7595869400539
12,-8078.154854481341
13,2054.2138152769767
14,-7994.663009736687
15,1940.439818210667
16,-1336.3040433933493
17,296.5529999998398
18,1020.1029999998864
19,877.5159999998286
20,1761.1719999997877
21,-675.3069999995641
22,-3545.2029999999795
23,-1309.6380000000354
24,-1610.4729999999981
25,-7969.9756099998485
26,-8.610000000102445
27,5040.050000000047
28,-573.4899999999907
29,3708.820000000065
30,-15238.020000000019
31,-7732.709999999963
32,1321.6099999998696
33,10423.370000000112
34,-7264.600000000093
35,-1512.1499999999069
36,1995.0900000000838
37,-962.6700000001583
38,3566.0400000000373
39,56.67999999993481
40,4826.209999999963
41,-2491.1699999999255
42,-14038.800000000047
43,4188.100000000093
44,-568.1999999999534
45,849.8999999999069
46,16803.050000000047
47,-4365.510000000009
48,3603.560000000056
49,3615.5800000000745
50,4991.629999999888
51,1052.0400000000373
52,492.6199999998789
53,234.84000000008382
54,-4480.800000000047
55,-220.70999999996275
56,-2125.9499999999534
57,-2416.7299999999814
58,2401.3499999998603
59,3201.340000000084
60,114.35999999986961
61,8564.75
