,0
0,1286.9613820554223
1,4497.169797164155
2,16801.23435971164
3,-1575.2142316342797
4,0.0
5,0.0
6,0.0
7,-311.3049999999348
8,-459.2190000002738
9,-174.10200000018813
10,4334.881000000052
11,-6651.259000000078
12,-1124.869999999879
13,0.0
14,0.0
15,0.0
16,0.0
17,-2665.13300000038
18,-219.69000000017695
19,-6533.204000000143
20,5363.110000000335
21,-2492.67799999984
22,-644.7570000002161
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
