,0
0,400.29552458715625
1,3654.1451511657797
2,3534.3984802744817
3,-5483.696491711773
4,6524.232076182496
5,5126.161567042582
6,5247.465167897753
7,1198.9260434659664
8,6458.310919043841
9,-13466.39278366859
10,568.6955669429153
11,-56.66386561561376
12,11322.997209485155
13,6336.214299104642
14,7906.607658367138
15,-5106.26260965527
16,-18643.448419342283
17,7109.915059288731
18,-5077.574393685209
19,-1499.6352867975365
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,-892.5887451895978
35,1901.5103906320874
36,4358.456455302192
37,-239.3965133232996
38,1724.8056268207729
39,-5731.7758981059305
40,-899.4589967606589
41,0.0
42,-464.10854028351605
43,1731.5655139223672
44,-1816.8979309250135
45,-3887.6595273346175
46,3221.0980754953343
47,-820.7456086932216
48,0.0
49,0.0
50,0.0
51,405.7682444222737
52,-133.15597501117736
53,1825.828248630045
54,1579.5055790045299
55,-4379.431771776639
56,-669.6312576301862
57,-4195.078455699142
58,-663.2446761738975
59,-986.6548576047644
60,0.0
61,0.0
