,0
0,2157.7477353285067
1,-5510.960165531607
2,20416.917209883453
3,3765.167966642184
4,1767.9081745906733
5,-587.0498688304797
6,12851.486969493562
7,-3725.5987357043196
8,1310.919273253996
9,-1325.6149666300043
10,3061.163653864991
11,-5739.30251825857
12,-325.371390883578
13,-1545.8139421895612
14,5012.277166319778
15,-3955.5000098431483
16,-616.459139097482
17,685.4054246372543
18,823.593584760325
19,-9937.482126201969
20,-372.21223306213506
21,-2305.5523571090307
22,14179.727877771016
23,-2650.5626181922853
24,-54.19499954325147
25,4133.001349088503
26,8531.16291526705
27,-1065.9202351465356
28,4750.714717513882
29,-7222.46177776414
30,-158.87122113606893
31,-3380.9484511460178
32,693.1963573489338
33,-983.7081245230511
34,2017.8758850162849
35,-9121.598950698273
36,-5799.342645257479
37,-7267.408281533979
38,9130.656100212596
39,-4098.696307986742
40,-1298.6428948107641
41,2373.5347241971176
42,7229.6747548875865
43,-3821.1817538568284
44,3029.3508620415814
45,4274.287818549434
46,-25804.690431699157
47,10343.591353829252
48,-19574.879411496222
49,-4193.524257317418
50,8643.040436267853
51,-2108.4380042613484
52,-2898.787864835933
53,284.8546878702473
54,9331.521446343744
55,11052.19685470569
56,-6376.210407890845
57,-15602.238323881757
58,7409.521511630155
59,6452.837475865614
60,-11657.896401225124
61,12735.61764845415
